3449,0.02,-0.02,-1.01
3502,-0.04,-0.04,-1.05
3555,-0.06,-0.07,-1.05
3607,-0.09,-0.13,-1.01
3659,0.06,-0.02,-1.10
3712,-0.04,-0.06,-1.03
3764,0.05,-0.04,-1.16
3816,-0.03,0.00,-1.03
3868,0.03,-0.06,-1.03
3920,-0.02,-0.04,-1.05
3973,-0.00,0.15,-1.05
4025,-0.20,-0.04,-1.10
4077,-0.01,0.12,-1.09
4129,0.13,0.09,-0.99
4182,0.00,-0.05,-0.97
4234,-0.03,-0.05,-1.01
4286,-0.16,-0.13,-1.01
4339,0.02,0.03,-1.18
4391,-0.07,0.11,-1.16
4444,0.12,0.04,-1.15
4496,-0.20,-0.11,-1.00
4548,0.10,0.12,-1.23
4600,0.14,0.02,-0.99
4653,0.12,0.10,-1.11
4705,0.05,-0.17,-0.85
4757,0.23,0.07,-0.91
4809,0.18,0.05,-0.89
4861,0.15,0.07,-0.82
4914,0.11,0.03,-1.06
4966,0.31,-0.18,-0.97
5018,-0.01,0.08,-0.96
5071,0.01,-0.17,-0.96
5124,0.25,0.07,-1.03
5176,0.11,0.09,-1.02
5228,-0.02,-0.00,-1.11
5280,0.08,0.05,-1.06
5332,0.01,-0.01,-1.05
5385,-0.04,0.01,-1.06
5437,0.02,-0.02,-1.03
5489,0.02,-0.02,-1.05
5541,-0.01,-0.02,-1.05
5594,-0.02,-0.02,-1.05
5646,0.02,-0.01,-1.06
5698,-0.01,-0.02,-1.05
5750,-0.01,-0.02,-1.06
5803,0.00,-0.02,-1.05
5855,0.02,-0.01,-1.06
5907,0.02,-0.01,-1.06
5960,0.02,-0.01,-1.05
6012,-0.00,-0.01,-1.06
6065,0.01,-0.02,-1.05
6117,-0.02,-0.03,-1.05
6169,0.02,-0.01,-1.05
6221,0.03,-0.01,-1.06
6274,0.02,-0.00,-1.05
6326,0.02,-0.02,-1.06
6378,0.02,-0.01,-1.05
