3449,0.02,-1.00,-0.09
3502,0.01,-1.02,-0.05
3555,-0.01,-1.02,-0.09
3607,0.00,-1.01,-0.04
3659,0.01,-1.02,-0.04
3712,0.11,-1.03,-0.09
3764,0.06,-1.00,-0.05
3816,0.01,-1.01,-0.04
3868,0.02,-1.02,0.00
3920,-0.04,-0.99,-0.08
3973,0.14,-1.18,-0.12
4025,-0.04,-1.03,-0.11
4077,0.04,-0.93,-0.10
4129,0.01,-0.99,-0.09
4182,0.07,-1.01,-0.08
4234,-0.07,-1.04,-0.09
4286,0.09,-0.99,-0.03
4338,0.02,-1.09,-0.05
4391,-0.02,-1.02,-0.02
4444,-0.03,-0.96,0.05
4496,0.11,-1.07,-0.12
4548,0.10,-1.00,0.01
4600,-0.06,-0.64,-0.04
4653,0.19,-0.78,0.12
4705,0.01,-1.11,-0.05
4757,0.00,-0.98,-0.10
4809,-0.02,-1.02,-0.14
4861,0.08,-0.88,-0.40
4914,0.01,-1.03,-0.15
4966,-0.01,-0.99,-0.21
5018,0.03,-1.02,-0.16
5070,0.03,-0.99,-0.11
5123,0.09,-1.01,-0.20
5176,0.03,-1.03,-0.11
5228,0.06,-0.99,-0.18
5280,0.03,-0.99,-0.25
5332,0.05,-0.98,-0.27
5385,0.03,-0.97,-0.29
5437,0.02,-0.98,-0.30
5489,0.01,-0.98,-0.29
5541,0.06,-0.97,-0.30
5594,0.05,-0.98,-0.29
5646,0.06,-0.98,-0.27
5698,0.02,-0.99,-0.25
5750,0.04,-0.99,-0.24
5803,0.05,-0.99,-0.25
5855,0.05,-0.98,-0.22
5908,0.05,-0.99,-0.22
5960,0.02,-1.00,-0.24
6012,0.01,-1.00,-0.24
6065,0.06,-0.98,-0.25
6117,0.02,-0.99,-0.23
6169,0.06,-0.99,-0.23
6221,0.00,-1.01,-0.23
6274,0.04,-0.99,-0.23
6326,0.02,-1.00,-0.24
6378,0.05,-0.99,-0.23
